timestamp,tweet_text,all_hashtags,target
2022-03-01 15:40:01+00:00,"b'The curtain revealed a masterpiece called Islamic Heritage and Inclusion, and that creativity is at the core of faith, thanks and appreciation to the creator and world musician.@SamiYusuf\xf0\x9f\x99\x8f \xf0\x9f\x92\x9e\xf0\x9f\x92\x8e #samiyusuf #Expo2020 #ForTrueLovers   https://t.co/7ETJZn7jPh'","['samiyusuf', 'Expo2020', 'ForTrueLovers']",1
2022-03-07 08:41:48+00:00,"b""Breaking! #ilayaraja accepts A.R. Rahman's request - Music lovers on cloud nine #ilayaraja #ARRahman #FIRDAUS @FirdausOrch @FirdausStudio #TamilCinema  https://t.co/irPN77MDLg""","['#ilayaraja', 'ARRahman', 'FIRDAUS', 'TamilCinema']",1
2022-02-25 17:39:09+00:00,"b""If you are  willing to see the concert then click here \xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/JI7Pbq2SKr  It's already started guys hurry up   #SalmanKhan #dabanggtourreloaded #dubai #Expo2020""","['SalmanKhan', 'dabanggtourreloaded', 'dubai', 'Expo2020']",0
2022-02-26 03:59:59+00:00,"b'Mesmerizingly a majestic, indescribable, masterful ecstatic, Divine, spiritual instrumental art! Otherworldly! @SamiYusuf Absolutely, Divinely phenomenal! Love, love... Infinite blessings!\xf0\x9f\x99\x8f\xe2\x9d\xa4\xf0\x9f\x92\x9b #TheMeeting #SamiYusuf  #Expo2020 (https://t.co/9bhRRs2oKy) https://t.co/sUBMlctcrS'","['TheMeeting', 'SamiYusuf', 'Expo2020']",1
2022-02-25 19:55:47+00:00,b'Well said! \xf0\x9f\x92\xaf\xf0\x9f\x91\x91\xf0\x9f\x92\xa5 #SalmanKhan\xf0\x93\x83\xb5 \xf0\x9f\x91\x91  #Expo2020Dubai  #DubaiExpo2020  #dabanggtourreloaded  #Expo2020 https://t.co/FCr3KZosC0',"['SalmanKhan𓃵', 'Expo2020Dubai', 'DubaiExpo2020', 'dabanggtourreloaded', 'Expo2020']",1
2022-02-20 05:20:57+00:30,b'coldplay all tickets sold out. waited for so long but was upset after not getting the ticket',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-02-25 20:18:35+00:00,"b""WOW!! @imKamaalKhan performs on @BeingSalmanKhan's iconic song #OOJaaneJaana at #DabanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @theJAEvents @SohailKhan @saieemmanjrekar #dubaiexpo2020 #salmankhan #KamaalKhan #sonakshisinha #dishapatani #poojahegde https://t.co/DiXPrzUvQo""","['OOJaaneJaana', 'DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'KamaalKhan', 'sonakshisinha', 'dishapatani', 'poojahegde']",1
2022-03-11 09:20:44+00:00,"b""Ok my sister is an event manager is Dubai and she was legit attend every artist's concert like bts, marshmello , Coldplay,  Ap dillion just last week""",[],0
2022-03-02 15:33:54+00:00,"b'Powerfully a phenomenal, magical, fascinating, blissful, exhilarating, indescribable Divine, spiritual musical journey... Otherworldly treasure @SamiYusuf Breathtakingly, Divinely enchanting! Love this!\xf0\x9f\x99\x8f\xf0\x9f\x92\x96\xf0\x9f\x95\x8a#SamiYusuf #BeyondTheStars #Expo2020 #YouTube (https://t.co/9bhRRs2oKy) https://t.co/7m8KvQoOqO'","['SamiYusuf', 'BeyondTheStars', 'Expo2020', 'YouTube']",1
2022-02-25 19:59:55+00:00,b'They both are LOVEEEE\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x92\x96\xe2\x9d\xa4  #SalmanKhan\xf0\x93\x83\xb5 \xf0\x9f\x92\x96 #DishaPatani   #Expo2020Dubai  #DubaiExpo2020  #dabanggtourreloaded  #Expo2020 https://t.co/oyCKqv4Oxo',"['SalmanKhan𓃵', 'DishaPatani', 'Expo2020Dubai', 'DubaiExpo2020', 'dabanggtourreloaded', 'Expo2020']",1
2022-03-05 01:02:45+00:00,b'@NarendraBellam9 @iam_joelprince @ThisIsDSP There is only one #ilayaraja and that is him @ilaiyaraaja .',[],1
2022-02-25 11:20:47+00:00,b'Bhai latest pics #Megastar #salmankhan Most handsome Man  #DabanggTheTourReloaded at the #Expo2020 #Dubai @BeingSalmanKhan https://t.co/5Xpw72XAsq',"['Megastar', 'salmankhan', 'DabanggTheTourReloaded', 'Expo2020', 'Dubai']",1
2022-02-20 05:20:57+00:24,b'marshmello coming at 9 instead of 8:30. this is unacceptable. we have been waiting since 2 hours now',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-03-05 14:14:01+00:00,b'@msmadhusundar @sanjaysub That is not by #ilayaraja.',[],0
2022-02-20 05:20:57+00:01,b'the concert was boring too much crowd. bad ambience',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-02-28 10:25:48+00:00,"b'Get a heavy heart feeling, whenever i hear this Nadhaswaram piece.   Its from a Telugu movie. Volume is bit low.  #ilayaraja #TOTD #BGM https://t.co/iCWvwTYwHN'","['#ilayaraja', 'TOTD', 'BGM']",-1
2022-02-22 04:19:33+00:00,b'This picture is everything...  @shreyaghoshal - Its your infinite love towards your fans that sequeezed our soul forever.\xf0\x9f\x99\x8f The Queen of million hearts.  #Expo2020 @expo2020dubai https://t.co/spok5Mm3FE',['Expo2020'],1
2022-02-20 05:20:57+00:28,b'unprofessional handling of crowd at the stage. we were forced to stand outside even when there was space inside',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-02-28 08:47:41+00:00,b'Meanwhile #ilayaraja be like https://t.co/Pdu9KRouH1 https://t.co/PY45v00FRs',[],0
2022-03-07 09:36:38+00:00,b'This is the best thing you\xe2\x80\x99ll see in the Tamil Twitter today \xf0\x9f\xa4\xa9\xf0\x9f\x98\x8d\xf0\x9f\xa4\xa9\xf0\x9f\x98\x8d  #ARRahman \xf0\x9f\xa4\x9c\xf0\x9f\xa4\x9b #ilayaraja https://t.co/wAwQFgySul',"['ARRahman', '#ilayaraja']",1
2022-03-10 18:10:38+00:00,b'@spectatorindex I don\xe2\x80\x99t care I\xe2\x80\x99m watching Marshmello stream rn in Expo dubai 2020 ratio bro stop tweeting',[],0
2022-02-26 17:49:16+00:00,"b""I'm totally ecstatic, in love with this phenomenal, majestic, indescribable, spiritual instrumental art! Otherworldly beauty! @SamiYusuf Outstandingly, Divinely passionate! Love, love...\xf0\x9f\x99\x8f\xf0\x9f\x92\x90\xf0\x9f\x92\x96#TheMeeting #SamiYusuf #Expo2020 ( https://t.co/9bhRRs2oKy)   https://t.co/sUBMlctcrS""","['TheMeeting', 'SamiYusuf', 'Expo2020']",1
2022-02-23 19:15:51+00:00,b'Time for #HalamathiHabibo #ArabicKuthu   @expo2020dubai @anirudhofficial @jonitamusic #Expo2020\xc2\xa0\xc2\xa0#Beast',"['HalamathiHabibo', 'ArabicKuthu', 'Expo2020', 'Beast']",0
2022-03-06 16:00:00+00:00,b'Amma Endruzhakathu - #ilayaraja - GeoSWAM Orchestration https://t.co/R1GgmeTN8n  GeoShred 5 with 11 beautifully inspired physically modeled instruments.  #GeoShred #GeoSWAM https://t.co/A6qxGsZtNB',"['GeoShred', 'GeoSWAM']",1
2022-03-02 12:50:42+00:00,"b""Mani Ratnam made his debute to film industry with this most underrated Sandalwood movie. I know many of you listened to songs(#ilayaraja) but what about movie? Highly recommended if you haven't watched it.  Pallavi Anu Pallavi (1983) Dir. by Mani Ratnam   Climax \xf0\x9f\x92\x94   #ManiRatnam https://t.co/WNooGSicHd""",['ManiRatnam'],1
2022-03-06 14:58:09+00:00,b'@aNila60527737 Please 5% \xf0\x9f\x98\x8a',[],0
2022-03-10 19:30:33+00:00,b'Thank u @marshmellomusic @expo2020dubai   #Expo2020Dubai #marshmello #Dubai https://t.co/TqBNWIFQP9',"['Expo2020Dubai', 'marshmello', 'Dubai']",1
2022-02-26 04:36:55+00:00,"b'Undoubtedly! Your music (precious spiritual treasures), your angelic, Divine, soulful voice, take us beyond heaven! Love this! @SamiYusuf Absolutely outstandingly ethereal! Infinite blessings\xf0\x9f\x99\x8f\xf0\x9f\x92\x96#BeyondTheStars https://t.co/YkVHKQb1t7 #SamiYusuf #Expo2020 https://t.co/G7KgMgbhen'","['BeyondTheStars', 'SamiYusuf', 'Expo2020']",1
2022-02-25 19:18:06+00:00,"b'A big Salute to this Man \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaf\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #SalmanKhan \xf0\x9f\x91\x91  The dedication he has is been an inspiration, not a doubt \xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x91\x91\xf0\x9f\x92\xaf\xf0\x9f\x92\xa5  #Expo2020Dubai  #DubaiExpo2020  #dabanggtourreloaded  #Expo2020 https://t.co/QSYjaj8Iuz'","['SalmanKhan', 'Expo2020Dubai', 'DubaiExpo2020', 'dabanggtourreloaded', 'Expo2020']",1
2022-03-01 16:49:27+00:00,"b""you're in this stage of your life where it's fine staying single but my man #ilayaraja through his music will compel you to go find that dream woman \xf0\x9f\x9b\x90\xf0\x9f\x98\xa9""",[],1
2022-03-04 13:56:21+00:00,"b'Thaman could be greatest music director in india \xf0\x9f\x98\xb4  None of #ilayaraja , ARR \xf0\x9f\x91\x8d sorry guys https://t.co/9ACHZkQ6LA'",[],1
2022-02-23 19:17:59+00:00,b'@anirudhofficial performimg #ArabicKuthu live now at #Expo2020   #Beast @actorvijay https://t.co/ji2ZaQxHmz',"['ArabicKuthu', 'Expo2020', 'Beast']",0
2022-02-24 04:38:13+00:00,b'Pics from Anirudh Live concert at #Expo2020\xc2\xa0 @anirudhofficial\xe2\x9c\xa8  Pc: @_rakeshprakash https://t.co/p2vNXj1qlG',['Expo2020'],1
2022-02-25 19:22:12+00:00,b'What a Stardom Man !!! The unprecendeted craze of MegaStar Salman Khan   Just listen the crowd roar after the super duper performane of #SalmanKhan \xf0\x9f\x92\xa5\xf0\x9f\x92\xa5  #Expo2020 #DabanggTheTourReloaded https://t.co/VBlSd9AzyM',"['SalmanKhan', 'Expo2020', 'DabanggTheTourReloaded']",1
2022-03-05 13:37:06+00:00,b'Stage is set for #RajaConcert #expo2020 https://t.co/93HqK3GCaj',"['RajaConcert', 'expo2020']",0
2022-03-05 03:33:59+00:00,b'@RaunaqMangottil @fullyfilmy_offl bro why there are no #ilayaraja posters in fully filmy?\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba',[],0
2022-02-20 05:20:57+00:27,b'disappointed with the staff at jubilee stage expect more professionalism from them while handing people',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-03-09 06:51:52+00:00,b'Marshmello will be at the Expo 2020 Dubai on March 10.  #Expo2020Dubai #Marshmello https://t.co/omZIy6pVJR',"['Expo2020Dubai', 'Marshmello']",0
2022-02-25 15:12:46+00:00,b'#salmankhan will perform in dubai again tonight for the #dabanggtourreloaded at the #expo2020 at the DEC Arena   #curryflowlive #curryflowmagazine #bollywood #dubai #dabbang #celecbs #celebrity #expo2020dubai #Dubai  Follow @CurryFlowLive for more. https://t.co/YZt8l5ak6a',"['salmankhan', 'dabanggtourreloaded', 'expo2020', 'curryflowlive', 'curryflowmagazine', 'bollywood', 'dubai', 'dabbang', 'celecbs', 'celebrity', 'expo2020dubai', 'Dubai']",0
2022-03-06 17:31:27+00:00,"b'Every concert, he opens with this song! \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa5\xba\xf0\x9f\x99\x8f #ilayaraja    Raaja | World Expo https://t.co/CnFppSWlnu'",['#ilayaraja'],1
2022-02-25 14:04:54+00:00,"b""What otherworldly,  extraordinary, fabulous &amp;  incredible concerts in Expo2020,I'm totally in love this Beyond the Stars masterpieces\xe2\x9c\xa8 amazingly performed by the genius artist @SamiYusuf, Thank you so much for two unforgettable events.  https://t.co/7Sc4oK97tA""",[],1
2022-02-23 19:18:51+00:00,b'Its #ArabicKuthu Time Now\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x94\xa5 #AnirudhRavichander Live In Concert at #DubaiExpo2020 @anirudhofficial  #Expo2020 #Beast #ThalapathyVijay #thalapathy #AnirudhLive',"['ArabicKuthu', 'AnirudhRavichander', 'DubaiExpo2020', 'Expo2020', 'Beast', 'ThalapathyVijay', 'thalapathy', 'AnirudhLive']",0
2022-02-24 18:02:55+00:00,b'#SalmanKhan\xf0\x93\x83\xb5 rehersal video #DabbangTour #Expo2020Dubai #Expo2020 https://t.co/IA3EqPaO9D',"['SalmanKhan𓃵', 'DabbangTour', 'Expo2020Dubai', 'Expo2020']",0
2022-03-01 12:52:12+00:00,b'@ExSecular Very nice. There is a close voice to #ilayaraja also https://t.co/eMCRyECS5B',[],1
2022-03-05 17:13:36+00:00,b'Repeating\xf0\x9f\x94\x81\xe2\x9d\xa4\xf0\x9f\x9a\xb6   #ilayaraja https://t.co/jQ1n7ePJsP',['#ilayaraja'],0
2022-02-25 19:44:44+00:00,b'.@BeingSalmanKhan and @saieemmanjrekar win audiences over with their lovely performance on #Awara from #Dabangg3 at #DaBanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @saieemmanjrekar #dubaiexpo2020 #salmankhan #sonakshisinha #dishapatani #poojahegde #saieemanjrekar https://t.co/KTMSw3By3f',"['Awara', 'Dabangg3', 'DaBanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'dishapatani', 'poojahegde', 'saieemanjrekar']",1
2022-02-23 19:16:01+00:00,b'Rockstar @anirudhofficial singing #ArabicKuthu now at #Expo2020   #Beast @actorvijay   https://t.co/3awZRQske7',"['ArabicKuthu', 'Expo2020', 'Beast']",0
2022-02-24 17:47:12+00:00,b'#SalmanKhan During The Rehersal Of Dabangg Tour #Expo2020 @BeingSalmanKhan https://t.co/IHzbXo6nOh',"['SalmanKhan', 'Expo2020']",0
2022-02-26 03:08:07+00:00,b'.@BeingSalmanKhan and @saieemmanjrekar win audiences over with their lovely performance on #Awara from #Dabangg3 at #DaBanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @saieemmanjrekar #dubaiexpo2020 #salmankhan #sonakshisinha  #saieemanjrekar https://t.co/ahnCzW7w1a',"['Awara', 'Dabangg3', 'DaBanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'saieemanjrekar']",1
2022-02-23 19:24:44+00:00,b'#PanWorldSong on fire\xf0\x9f\x94\xa5 #HalamathiHabibo #ArabicKuthu #Beast @actorvijay   #Expo2020Dubai #Expo2020 @expo2020dubai @anirudhofficial https://t.co/pSMig6GA7j',"['PanWorldSong', 'HalamathiHabibo', 'ArabicKuthu', 'Beast', 'Expo2020Dubai', 'Expo2020']",1
2022-02-27 14:24:35+00:00,"b""Enchantingly melodious music, spectacular, overwhelming, absolutely breathtaking, otherworldly beauty  #Thewineoflove moved me in tears \xf0\x9f\x98\xad heart soothing \xf0\x9f\x92\x97it's spiritual treasure . @SamiYusuf  #Beyondthestars #Expo2020 https://t.co/qN8HRCOujD""","['Thewineoflove', 'Beyondthestars', 'Expo2020']",1
2022-03-03 17:20:35+00:00,b'The #ilayaraja song dedicated to his love for brinjal trash can and the beautiful place https://t.co/yIkThOCLpt',['#ilayaraja'],1
2022-02-25 14:37:03+00:00,"b""All Tickets Of @BeingSalmanKhan's Da-Bangg The Tour - Reloaded At #Expo2020 Gets Sold Out !!! #SalmanKhan \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 #DabanggTourReloaded https://t.co/smcPZXm1eW""","['Expo2020', 'SalmanKhan', 'DabanggTourReloaded']",1
2022-03-05 18:06:34+00:00,b'#DubaiExpo2022 #ilayaraja started wrong\xf0\x9f\x98\x82\xf0\x9f\x98\x82 and laughed . Kadhal oviyam.......',"['DubaiExpo2022', '#ilayaraja']",0
2022-02-20 05:20:57+00:29,b'very slow website. was waiting in line for 3 hours for coldplay ticket still did not get',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-02-25 20:05:52+00:00,b'Wonderful &amp; terrific @BeingSalmanKhan \xf0\x9f\x98\x8d #DabanggTourReloaded #Salmankhan #Expo2020 https://t.co/TfRxiyUrLO',"['DabanggTourReloaded', 'Salmankhan', 'Expo2020']",1
2022-02-22 14:41:16+00:00,"b""#SalmanKhan's #DabanggTour For #Expo2020  Date - 25th Feb Time - 9 PM (10:30 PM IST)  Location - DEC ARENA  Book Your Tickets Now : https://t.co/KRSOyrEJ5T https://t.co/3ANCTtk4W8 https://t.co/mVMZm8LNe0""","['SalmanKhan', 'DabanggTour', 'Expo2020']",0
2022-03-01 23:19:37+00:00,"b'#IR_Hit_History Added ""veNNilavil malligaiyil"" from athiradi padai.  Also a new poll for ""honest rAj"".  https://t.co/sqPB0hJR4k  @sicmafia @mayilSK @vrsaran @rmdeva @anbu_r0 @vbss75'",['IR_Hit_History'],0
2022-02-20 05:20:57+00:37,b'let down by the website. waited in line to buy ticket for coldplay but could not buy the ticket',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-03-02 14:03:30+00:00,b'@balu_jnapakalu #HappyBirthdayVidyasagar garu.. One of the extremely talented composers we ever have.. He is my fav composer after #ilayaraja garu. I was fortunate for having him as judge in Paduta Teeyaga episode in which I participated. \xf0\x9f\x98\x8a',['HappyBirthdayVidyasagar'],1
2022-02-26 03:12:25+00:00,b'DHAMAKA: @saieemmanjrekar\xe2\x80\x99s electrifying performance on #MunniBadnaamHui at #DabanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @theJAEvents @SohailKhan #dubaiexpo2020 #salmankhan #sonakshisinha #dishapatani #poojahegde  https://t.co/c5wcFg0nxN',"['MunniBadnaamHui', 'DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'dishapatani', 'poojahegde']",1
2022-02-25 19:02:53+00:00,"b""Ooo gosh I'm still can't believing \xf0\x9f\x98\xad\xf0\x9f\x98\xad How fans where screaming after announcing his performance  \xf0\x9f\x98\xad\xf0\x9f\x92\xa5\xf0\x9f\x94\xa5\xf0\x9f\xa5\xba\xf0\x9f\x92\x9d  #SalmanKhan\xf0\x93\x83\xb5 #Expo2020Dubai #Expo2020 #DabanggTheTourReloaded https://t.co/o57yIN3fr0""","['SalmanKhan𓃵', 'Expo2020Dubai', 'Expo2020', 'DabanggTheTourReloaded']",1
2022-02-21 02:52:45+00:00,b'can we all take a moment to appreciate the looks @shreyaghoshal served / revealed during the expo2020 dubai concert? \xf0\x9f\x92\x98 https://t.co/2h31AnyCgs',[],1
2022-02-26 03:07:44+00:00,"b""LOVELY!! Charismatic @BeingSalmanKhan and ravishing @hegdepooja's awesome performance on #DilDiyanGallan at #DaBanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @SohailKhan @hegdepooja #dubaiexpo2020 #salmankhan #poojahegde https://t.co/zPTjTwL3de""","['DilDiyanGallan', 'DaBanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'poojahegde']",1
2022-02-26 03:11:14+00:00,b'Fans go crazy as @DishPatani performs at #DabanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @theJAEvents @SohailKhan @hegdepooja @saieemmanjrekar @gururandhawa #dubaiexpo2020 #salmankhan #sonakshisinha #dishapatani #poojahegde  https://t.co/CnI4zdSQks',"['DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'dishapatani', 'poojahegde']",1
2022-02-20 03:33:20+00:00,b'My favourite clicks from @shreyaghoshal \xe2\x80\x99s #Expo2020 performance in Dubai  Queen looked absolutely gorgeous \xf0\x9f\x98\x98\xe2\x99\xa5\xef\xb8\x8f https://t.co/hE4dZYr3oe',['Expo2020'],1
2022-02-28 15:57:40+00:00,"b'#IR_Hit_History The sweet ""muthoo maNi, muthu maNi"" of adharmam added to the list.  Next poll for ""athiradi padai"" with that lovely ""veNNilavil malligaiyil""  https://t.co/QjqVUMXxqY  @sicmafia @mayilSK @vrsaran @rmdeva @anbu_r0 @vbss75'",['IR_Hit_History'],0
2022-02-24 18:56:13+00:00,"b""Latest : #SalmanKhan during The Rehersal Of Dabangg Tour #Expo2020 with Arpita's Kids Ahil and Ayaat \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d  #Dubai  https://t.co/cP0SDhDyuX https://t.co/5IWyyjz9qX""","['SalmanKhan', 'Expo2020', 'Dubai']",0
2022-02-26 04:32:47+00:00,b'.@BeingSalmanKhan and @DishPatani win claps and whistles from audiences as they perform on #SeetiMaar song at #DabanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @theJAEvents @SohailKhan #dubaiexpo2020 #salmankhan #sonakshisinha  #poojahegde  #DishaPatani https://t.co/x1BIUjTrzi',"['SeetiMaar', 'DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'poojahegde', 'DishaPatani']",1
2022-03-10 22:37:51+00:00,b'Had a blast with Marshmello in Dubai expo \xf0\x9f\x98\x8d\xf0\x9f\x94\xa5 what a night  @marshmellomusic https://t.co/AJgWuFSrjC',[],1
2022-03-05 14:45:51+00:00,b'#Neethane Song Official Promo release from Coming Tuesday\xe2\x9c\xa8  Music - Henry Vocal - Anthakudi #ilayaraja Lyricist - Y. Samraj Production Manager - Kalaiarasan .VM Editor -Ranjith  Produced by STAR MUSIC Presented by STAR MUSIC Originals  @anthakudi_#ilayaraja  @kalaisubu96 https://t.co/6oVjkISxPd',['Neethane'],0
2022-02-25 20:19:59+00:00,b'.@BeingSalmanKhan and @DishPatani win claps and whistles from audiences as they perform on #SeetiMaar song at #DabanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @theJAEvents @SohailKhan #dubaiexpo2020 #salmankhan #sonakshisinha #dishapatani #poojahegde https://t.co/c6WcvYF5Sk',"['SeetiMaar', 'DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'dishapatani', 'poojahegde']",1
2022-02-21 08:05:17+00:00,"b'Megastar #SalmanKhan #DabanggTourReloaded is coming to Dubai for #Expo2020 Along with him; #PoojaHegde, #DishaPatani, #SaieeManjrekar, #GuruRandhawa.... https://t.co/RO3lqIVpz7'","['SalmanKhan', 'DabanggTourReloaded', 'Expo2020', 'PoojaHegde', 'DishaPatani', 'SaieeManjrekar', 'GuruRandhawa']",0
2022-03-05 19:34:52+00:00,b'@Nivi_Chandru Intha vayasula #ilayaraja 3hrs concert panrathuke we need to salute him. He is standing non stop in the concert',[],1
2022-02-23 18:38:09+00:00,b'@anirudhofficial mass entry at @expo2020dubai with #Master BGM\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5 @anirudhofficial #Expo2020\xc2\xa0\xc2\xa0#Dubai #Beast #Thalapathy @actorvijay https://t.co/Zs0aFYNdiy',"['Master', 'Expo2020', 'Dubai', 'Beast', 'Thalapathy']",1
2022-02-24 17:41:54+00:00,"b'Beyond words can say! #BeyondTheStars @SamiYusuf The most beautiful, amazing, mesmerizing, exuberant, remarkable musical jewels, become a unique phenomenal, sacred, spiritual treasure! Divinely enchanting\xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbe\xf0\x9f\x92\x99\xf0\x9f\x8c\x9f#SamiYusuf #Expo2020 (https://t.co/9bhRRs2oKy) https://t.co/drbdmG1yXH'","['BeyondTheStars', 'SamiYusuf', 'Expo2020']",1
2022-02-23 20:03:45+00:00,b'@anirudhofficial \xe2\x9c\x8c\xef\xb8\x8fRock it @jonitamusic \xf0\x9f\x98\x8d @Nelsondilpkumar #HalamithiHabibo #Beast @vijay  #Dubai #DubaiExpo2020 #EXPO2020 #HalamithiHabibo #Beast #ArabicKuththu @VijayFansTrends https://t.co/WFX1JNolro',"['HalamithiHabibo', 'Beast', 'Dubai', 'DubaiExpo2020', 'EXPO2020', 'HalamithiHabibo', 'Beast', 'ArabicKuththu']",1
2022-02-20 05:20:57+00:41,b'had fun but weather is getting hot now for concerts. had suffocating feeling in the ground',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-02-27 14:32:22+00:00,b'@Thalaivarrasi12 https://t.co/o7TszNxLxQ #ilayaraja voice another level sleeping dose',[],-1
2022-02-27 07:33:38+00:00,"b'96Movie  Kathale,Life of ram songs, Music Director #ilayaraja  AL Classics'",[],1
2022-02-25 11:03:11+00:00,b'@BeingSalmanKhan @expo2020dubai @theJAEvents @SohailKhan Looking fwd to perform in dubai yet again tonite for the #dabanggtourreloaded at the #Expo2020.. 9pm at the DEC Arena @expo2020dubai #Dubai @theJAEvents @SohailKhan  Salman Khan @BeingSalmanKhan #SalmanKhan https://t.co/q55upZED7s',"['dabanggtourreloaded', 'Expo2020', 'Dubai', 'SalmanKhan']",0
2022-02-25 19:40:51+00:00,b'CLASSY! @BeingSalmanKhan performs on his iconic song #DilDeewana at #DabanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @theJAEvents @SohailKhan @hegdepooja @DishPatani #dubaiexpo2020 #salmankhan #sonakshisinha #dishapatani #poojahegde #saieemanjrekar https://t.co/ZCJ1VGCsuY',"['DilDeewana', 'DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'dishapatani', 'poojahegde', 'saieemanjrekar']",0
2022-02-23 18:24:35+00:00,b'#ThalapathyVijay &amp; #Anirudh poster from @expo2020dubai \xf0\x9f\xa4\xa9  @anirudhofficial #Expo2020\xc2\xa0\xc2\xa0#Dubai #Beast @actorvijay @vbzu @Jagadishbliss #Vijay\xf0\x93\x83\xb5 https://t.co/D3IEN8swWA',"['ThalapathyVijay', 'Anirudh', 'Expo2020', 'Dubai', 'Beast', 'Vijay𓃵']",0
2022-03-06 07:05:16+00:00,"b'Rahat Fateh Ali Khan turned the Dubai Exhibition Centre into a swaying sea of phone torchlights, as the audience showed appreciation for his velvety voice at @expo2020dubai on Saturday (5 March). @RFAKWorld #RFAK #music #Pakistan #Pakistanimusic #rahatFateh # https://t.co/10cN3ji4Ld'","['RFAK', 'music', 'Pakistan', 'Pakistanimusic', 'rahatFateh']",1
2022-02-23 19:44:51+00:00,b'Tonight was good vibes \xe2\x9d\xa4\xef\xb8\x8f @anirudhofficial and gang \xf0\x9f\x99\x8c  #AnirudhRavichander #AnirudhLive #Expo2020 https://t.co/hpXM2mCzoR',"['AnirudhRavichander', 'AnirudhLive', 'Expo2020']",1
